modelo,epochs,imgsz,batch,patience,seed,gpu,ultralytics_version,dataset_root,data_yaml,precision_val,recall_val,mAP50_val,mAP50_95_val,precision_test,recall_test,mAP50_test,mAP50_95_test,best_pt,last_pt,run_dir
yolov8n,50,640,auto (-1),10,42,Tesla T4,8.4.158,/content/indigo_yolo,/content/indigo_yolo/data_colab.yaml,0.9004044862968609,0.8160000000000001,0.8617328825985284,0.6816909837862021,0.8875965337677447,0.8203905380843488,0.844116054312489,0.6725147798273655,/content/drive/MyDrive/egg-detection/runs/yolov8n_baseline/weights/best.pt,/content/drive/MyDrive/egg-detection/runs/yolov8n_baseline/weights/last.pt,/content/drive/MyDrive/egg-detection/runs/yolov8n_baseline
