experimento,modelo,imgsz,epochs,seed,ultralytics_version,gpu,batch_requested,batch_real,train_elapsed_s,best_pt_mb,precision_val,recall_val,mAP50_val,mAP50_95_val,precision_test,recall_test,mAP50_test,mAP50_95_test,val_crack_recall,val_crack_mAP50,val_crack_mAP50_95,run_dir
yolov8n_960,yolov8n,960,50,42,8.4.158,Tesla T4,auto (-1),,4777.42,5.99,0.8782227913205827,0.8722222817026892,0.8954528327184974,0.7201482615494516,0.9093596470856711,0.8301919502182378,0.8844617797783325,0.7072978053336604,0.7444445634053783,0.7959056654369948,0.44529652309890333,/content/drive/MyDrive/egg-detection/runs/yolov8n_960
